S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
1,#NAME?,Registered,201021998H,Not Applicable,Others,General Charitable Purposes,Grantmaking
2,365 CANCER PREVENTION SOCIETY,Registered with IPC,T03SS0046H,From 01/11/2021 to 31/10/2024,Health,"Other Community-based Services,Others; Nutrition Counselling","Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
3,ABILITIES BEYOND LIMITATIONS AND EXPECTATIONS LIMITED,Registered with IPC,201022774G,From 29/8/2020 to 28/5/2023,Social and Welfare,Disability (Adult),Direct Services
4,Abundant Grace Presbyterian Church,Registered,T13SS0122H,Not Applicable,Religious,Christianity,Direct Services Supports other Charities Training & education
5,ABUNDANT LIFE FAMILY CHURCH LTD,Registered,197700528D,Not Applicable,Religious,Christianity,
6,"Academy of Chinese Medicine, Singapore",Registered with IPC,T14SS0164C,From 14/7/2021 to 13/7/2024,Health,TCM Clinic,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
7,ACCESS HEALTH INTERNATIONAL SOUTHEAST ASIA LIMITED,Registered,201112640R,Not Applicable,Health,Others,
8,ACMI Migrant Fund,Registered with IPC,T16CC0006L,From 04/9/2022 to 03/4/2024,Social and Welfare,"Community,Support Groups","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
9,ACS (International) Education Fund,Registered with IPC,T07CC2027A,From 06/6/2020 to 05/6/2023,Education,Local Educational Institutions/Funds,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
10,Action for Singapore Dogs Society,Registered,T02SS0132E,Not Applicable,Others,Animal Welfare,
11,Adventist Home for the Elders,Registered with IPC,S80SS0046B,From 01/8/2021 to 31/10/2023,Social and Welfare,Eldercare,Direct Services
12,Agape Christian Centre,Registered,T00SS0010B,Not Applicable,Religious,Christianity,Direct Services Training & education
13,AHMADIYYA MUSLIM MISSION,Registered,S90CC0733J,Not Applicable,Religious,Islam,"Direct Services Financial assistance, bursaries & scholarships"
14,AIDHA LTD.,Registered with IPC,201006653E,From 01/5/2021 to 31/10/2023,Social and Welfare,Community,Training & education
15,ALEXANDRA HEALTH FUND LIMITED,Registered with IPC,201427909W,From 21/6/2021 to 20/6/2024,Health,,Grantmaking Research
16,ALIFE LTD.,Registered with IPC,200204369H,From 28/8/2022 to 27/2/2025,Social and Welfare,Family,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
17,Alive Community Church,Registered,T03SS0128C,Not Applicable,Religious,Christianity,Supports other Charities
18,ALIVE COMMUNITY NETWORK,Registered with IPC,T02SS0190K,From 01/11/2020 to 31/10/2023,Social and Welfare,Community,
19,ALL GOOD GIFTS LTD,Registered,198900203M,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Supports other Charities Training & education"
20,All Saints' Church (English Congregation),Exempt Charity,T08CC4058K,Not Applicable,Religious,Christianity,Supports other Charities Training & education
21,ALL SAINTS MEMORIAL CHAPEL (SINGAPORE) LTD,Registered,199907126R,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
22,ALL SAINTS PRESBYTERIAN CHURCH,Registered,T01SS0182C,Not Applicable,Religious,Christianity,Direct Services
23,AlphaSingapore,Registered,T03SS0059A,Not Applicable,Religious,Christianity,Supports other Charities Training & education
24,AMAZING GRACE PRESBYTERIAN CHURCH,Registered,T12SS0143J,Not Applicable,Religious,Christianity,
25,AMBASSADORS FOR CHRIST (SINGAPORE) LIMITED,Registered,197300850D,Not Applicable,Religious,Christianity,Training & education
26,Ang Chee Sia Ong Temple,Registered,S85SS0065H,Not Applicable,Religious,Taoism,Supports other Charities
27,ANG MO KIO CHINESE METHODIST CHURCH,Registered,S87CC0484A,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
28,ANG MO KIO PRESBYTERIAN CHURCH,Registered,T12SS0071H,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
29,Animal Concerns Research and Education Society,Registered with IPC,T01SS0121K,From 01/12/2022 to 30/11/2023,Others,Animal Welfare,"Training & education Public awareness, promotion & advisory"
30,Apex Day Rehabilitation Centre For Elderly,Registered with IPC,S89SS0091D,From 01/9/2022 to 31/8/2025,Health,,Direct Services
31,APSARAS ARTS LTD,Registered,200510112D,Not Applicable,Arts and Heritage,"Professional, Contemporary & Ethnic Dance,Traditional Ethnic Performing Arts","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
32,ARC CHILDREN'S CENTRE CO LIMITED,Registered with IPC,201021661K,From 01/1/2021 to 31/12/2023,Social and Welfare,Children/Youth,Direct Services
33,ART OUTREACH SINGAPORE LIMITED,Registered with IPC,200304127K,From 01/4/2022 to 31/3/2025,Arts and Heritage,"Training & Education,Visual Arts",Training & education
34,ARTDIS (SINGAPORE) LTD.,Registered with IPC,199500567G,From 01/2/2022 to 31/1/2025,Social and Welfare,Disability (Adult),Direct Services
35,ARTS THEATRE OF SINGAPORE LTD,Registered with IPC,199500688W,From 16/10/2022 to 15/4/2024,Arts and Heritage,Theatre & Dramatic Arts,Direct Services
36,ARTSWOK COLLABORATIVE LIMITED,Registered with IPC,201432448C,From 01/12/2021 to 30/11/2023,Arts and Heritage,"Literary Arts,Others,Theatre & Dramatic Arts,Training & Education,Visual Arts","Public awareness, promotion & advisory Training & education Research"
37,Arulmigu Velmurugan Gnana Muneeswarar Temple,Registered,T00SS0127C,Not Applicable,Religious,Hinduism,
38,ASIA CORNEA FOUNDATION,Registered,200804347D,Not Applicable,Health,Others,"Public awareness, promotion & advisory Training & education Research"
39,Asia Evangelistic Fellowship,Registered,S61SS0190H,Not Applicable,Religious,Christianity,Direct Services
40,ASIA PACIFIC BREWERIES FOUNDATION,Registered,S94CC1034B,Not Applicable,Others,General Charitable Purposes,Supports other Charities
41,ASIA PHILANTHROPY CIRCLE LTD.,,201528607M,Not Applicable,Others,General Charitable Purposes,"Public awareness, promotion & advisory Supports other Charities Training & education Research"
42,ASIA THEOLOGICAL CENTER,Registered,S85SS0003H,Not Applicable,Religious,Christianity,Training & education
43,ASIAN BUSINESS LAW INSTITUTE,Registered,201500327G,Not Applicable,Others,Think Tanks,"Public awareness, promotion & advisory Training & education Research"
44,ASIAN FILM ARCHIVE,Registered with IPC,200500010H,From 13/1/2022 to 12/1/2024,Arts and Heritage,Historical & Cultural Conservation,"Public awareness, promotion & advisory Training & education"
45,ASIAN VENTURE PHILANTHROPY NETWORK LIMITED,Registered,201016116M,Not Applicable,Others,General Charitable Purposes,"Public awareness, promotion & advisory Training & education Research"
46,ASSAS INTERNATIONAL SCHOOL (SINGAPORE),Registered,201117141R,Not Applicable,Education,"Foreign Educational Institutions/Funds,Local Educational Institutions/Funds","Public awareness, promotion & advisory Training & education Research"
47,AYER RAJAH-GEK POH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T11CC0008L,From 01/1/2022 to 31/12/2024,Community,South West,"Financial assistance, bursaries & scholarships"
48,BABES PREGNANCY CRISIS SUPPORT LTD.,Registered with IPC,201314611H,From 01/7/2022 to 30/6/2025,Social and Welfare,Children/Youth,"Direct Services Public awareness, promotion & advisory"
49,Bao Gong Temple,Registered,T05SS0066F,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
50,BARTLEY COMMUNITY CARE SERVICES,Registered with IPC,T01SS0004H,From 01/7/2022 to 30/11/2024,Social and Welfare,Family,"Direct Services Financial assistance, bursaries & scholarships Training & education"
51,BEAUTIFUL PEOPLE SG LTD.,Registered with IPC,201525056H,From 01/12/2022 to 31/7/2025,Social and Welfare,Children/Youth,"Direct Services Financial assistance, bursaries & scholarships"
52,BEDOK CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S90CC0764J,From 01/7/2021 to 30/6/2024,Community,South East,"Financial assistance, bursaries & scholarships"
53,Bethany Christian Centre,Registered,S89SS0020F,Not Applicable,Religious,Christianity,Direct Services
54,BETHANY PRESBYTERIAN CHURCH,Registered,T12SS0103L,Not Applicable,Religious,Christianity,Supports other Charities
55,Bethany Trinity Presbyterian Church,Registered,S88SS0049H,Not Applicable,Religious,Christianity,"Direct Services Public awareness, promotion & advisory Training & education"
56,BETHESDA (BEDOK-TAMPINES) CHURCH LTD,Registered,198402921M,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
57,Bethesda Hall (Ang Mo Kio),Registered,T05SS0003K,Not Applicable,Religious,Christianity,Direct Services Supports other Charities
58,Bethlehem Bible-Presbyterian Church,Registered,S86SS0050F,Not Applicable,Religious,Christianity,
59,BHASKAR'S ARTS ACADEMY LTD,Registered with IPC,199907527E,From 01/1/2023 to 31/12/2024,Arts and Heritage,Traditional Ethnic Performing Arts,Direct Services
60,BIBLICAL GRADUATE SCHOOL OF THEOLOGY,Registered,S90SS0045J,Not Applicable,Religious,Christianity,Training & education
61,BIRDLIFE INTERNATIONAL (ASIA) LIMITED,Registered,201130578K,Not Applicable,Others,Environment,
62,BLOSSOM SEEDS LIMITED,Registered with IPC,201304904N,From 01/2/2022 to 31/1/2025,Health,Other Community-based Services,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
63,Blossom World Society,Registered with IPC,T08SS0161K,From 29/3/2023 to 28/9/2025,Others,"Children/Youth,General Charitable Purposes","Public awareness, promotion & advisory Supports other Charities Training & education"
64,BLUE CROSS CHARITABLE INSTITUTION,Registered,S61SS0049L,Not Applicable,Social and Welfare,Eldercare,"Financial assistance, bursaries & scholarships"
65,Bo Tien Welfare Services Society,Registered with IPC,S97SS0091H,From 01/11/2021 to 31/7/2024,Social and Welfare,Community,Direct Services
66,BOON LAY CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S87CC0542B,From 01/4/2021 to 31/3/2024,Community,South West,"Financial assistance, bursaries & scholarships"
67,BOP HUB LTD.,Registered,201334143M,Not Applicable,Others,"General Charitable Purposes,Think Tanks","Public awareness, promotion & advisory Training & education Research"
68,Boys' Brigade in Singapore,Registered with IPC,S62SS0041D,From 30/8/2022 to 29/8/2025,Education,Uniformed Groups,Training & education
69,BRAHM CENTRE LTD.,Registered with IPC,200200167M,From 01/5/2023 to 30/4/2026,Health,Others; Mental Health,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
70,BRASH TRUST,Registered,S84CC0074F,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships"
71,Bread of Life (Singapore),Registered,S98SS0016H,Not Applicable,Religious,Christianity,Direct Services
72,Breadline Group,Registered with IPC,S75SS0039G,From 01/7/2022 to 31/12/2025,Social and Welfare,Community,"Financial assistance, bursaries & scholarships"
73,BRIDGELIFE COMMUNITIES LTD.,Registered,201130551H,Not Applicable,Social and Welfare,"Children/Youth,Community","Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
74,BRIGHT HORIZONS FUND,Registered with IPC,200818009N,From 01/10/2022 to 30/9/2025,Social and Welfare,Children/Youth,Training & education
75,Brighton Connection,Registered with IPC,T05SS0234C,From 10/5/2022 to 09/2/2024,Social and Welfare,"Children/Youth,Eldercare",Direct Services Training & education
76,Buddha of Medicine Welfare Society,Registered,S95SS0132K,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
77,Buddhist Life Mission,Registered,T06SS0275B,Not Applicable,Religious,Buddhism,
78,"Buddhist Union, The",Registered,S61SS0023C,Not Applicable,Religious,Buddhism,
79,Budi Centre,Registered,S99SS0047B,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
80,BUKIT BATOK CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S87CC0463F,From 01/4/2021 to 31/3/2024,Community,South West,"Financial assistance, bursaries & scholarships"
81,BUKIT BATOK EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T02CC1597H,From 01/4/2023 to 31/3/2026,Community,South West,"Financial assistance, bursaries & scholarships Supports other Charities"
82,BUKIT GOMBAK CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S89CC0658F,From 01/1/2022 to 31/12/2024,Community,South West,"Financial assistance, bursaries & scholarships"
83,Bukit Timah Seu Teck Sean Tong,Registered,S66SS0014H,Not Applicable,Religious,Buddhism,
84,BUKIT TIMAH SEU TECK SEAN TONG INSTITUTION LIMITED,Registered with IPC,201613180H,From 30/7/2022 to 29/7/2025,Health,TCM Clinic,"Direct Services Public awareness, promotion & advisory Training & education"
85,BUKIT TIMAH TUA PEK KONG TEMPLE,Registered,S78SS0011L,Not Applicable,Religious,Taoism,"Financial assistance, bursaries & scholarships"
86,CAIRNHILL METHODIST CHURCH,Registered,T00CC1457J,Not Applicable,Religious,Christianity,
87,CAKE THEATRICAL PRODUCTIONS LTD.,Registered with IPC,200513050G,From 13/6/2022 to 12/6/2024,Arts and Heritage,Theatre & Dramatic Arts,"Direct Services Public awareness, promotion & advisory Training & education Research"
88,CALVARY ASSEMBLY OF GOD LTD.,Registered,197901543W,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
89,Calvary Bible-Presbyterian Church,Registered,S86SS0051B,Not Applicable,Religious,Christianity,
90,Calvary Community Care,Registered with IPC,T10SS0047C,From 01/2/2022 to 31/10/2024,Social and Welfare,Community,Direct Services Training & education
91,CAMBRIDGE ASSESSMENT SINGAPORE,Registered,201134707E,Not Applicable,Education,Others,Training & education
92,CampusImpact,Registered with IPC,T06SS0077A,From 01/7/2022 to 30/6/2025,Social and Welfare,Family,"Public awareness, promotion & advisory Training & education"
93,CANOSSAVILLE CHILDREN AND COMMUNITY SERVICES,Registered with IPC,S87CC0462K,From 01/8/2021 to 31/7/2024,Social and Welfare,"Children/Youth,Community,Disability (Children)","Direct Services Financial assistance, bursaries & scholarships"
94,CARE CORNER SENIORS SERVICES LTD.,Registered with IPC,201533890R,From 01/11/2020 to 31/10/2023,Health,"Other Community-based Services,Active Ageing,Home Care,Day Rehabilitation Centre",Direct Services
95,CAREGIVING WELFARE ASSOCIATION,Registered with IPC,T04SS0073G,From 01/8/2021 to 31/7/2024,Health,Other Community-based Services,"Direct Services Public awareness, promotion & advisory Training & education"
96,CARING FLEET SERVICES LIMITED,Registered with IPC,201000618K,From 23/1/2021 to 22/1/2024,Social and Welfare,"Disability (Adult),Disability (Children)",Direct Services Supports other Charities
97,CARING FOR LIFE LTD.,Registered with IPC,201938707Z,From 07/3/2023 to 06/3/2024,Social and Welfare,"Children/Youth,Community,Eldercare,Family,Support Groups","Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
98,Carlo Catholic Society,Deregistered,S96SS0038L,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships"
99,CARMELITE FRIARS (SINGAPORE) LTD.,Registered,201706443H,Not Applicable,Religious,Christianity,Direct Services Training & education
100,CARMELITE NUNS (SINGAPORE) LTD.,Registered,201902997K,Not Applicable,Religious,Christianity,Supports other Charities
101,CAT WELFARE SOCIETY,Registered with IPC,S99SS0144E,From 09/12/2022 to 08/12/2024,Others,Animal Welfare,"Public awareness, promotion & advisory"
102,Catholic AIDS Response Effort,Registered with IPC,T04SS0204E,From 01/2/2022 to 31/1/2024,Social and Welfare,Community,
103,CAUSES FOR ANIMALS (SINGAPORE) LIMITED,Registered with IPC,201314186Z,From 15/2/2023 to 14/2/2026,Others,Animal Welfare,"Public awareness, promotion & advisory Supports other Charities Training & education"
104,CELEBRATE CHRISTMAS IN SINGAPORE LIMITED,Registered,200412861G,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Supports other Charities"
105,CENACLE MISSION (SINGAPORE) LTD.,Registered,201512247H,Not Applicable,Religious,Christianity,
106,CENTRE 42 LIMITED,Registered with IPC,201403108H,From 23/12/2021 to 22/12/2024,Arts and Heritage,"Theatre & Dramatic Arts,Training & Education","Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities"
107,CENTRE FOR FATHERING LIMITED,Registered with IPC,200101825N,From 01/10/2021 to 30/6/2024,Social and Welfare,Family,"Public awareness, promotion & advisory Training & education"
108,Centre for Seniors,Registered with IPC,T06SS0199E,From 01/4/2021 to 30/9/2023,Health,Active Ageing,"Public awareness, promotion & advisory Training & education"
109,CHANGI METHODIST CHURCH,Registered,S87CC0505C,Not Applicable,Religious,Christianity,
110,Chapel of Christ the King,Exempt Charity,T08CC4059F,Not Applicable,Religious,Christianity,
111,Chapel of Christ the Redeemer,Exempt Charity,T08CC4060C,Not Applicable,Religious,Christianity,
112,Chapel of the Resurrection (Mandarin Congregation),Exempt Charity,T08CC4063B,Not Applicable,Religious,Christianity,
113,CHARACTER & LEADERSHIP ACADEMY LIMITED,Registered,201412408N,Not Applicable,Others,Children/Youth,"Direct Services Research Supports other Charities Grantmaking Training & education Public awareness, promotion & advisory"
114,Charis Evangelical Free Church,Registered,S96SS0056G,Not Applicable,Religious,Christianity,Direct Services Training & education
115,CHECKPOINT THEATRE LIMITED,Registered with IPC,200209251R,From 01/1/2023 to 31/12/2024,Arts and Heritage,Theatre & Dramatic Arts,"Public awareness, promotion & advisory Training & education"
116,CHEE HWAN KOG CHILDCARE CENTRE,Registered,S93CC0969H,Not Applicable,Social and Welfare,Children/Youth,Direct Services Training & education
117,"Chee Hwan Kog, Singapore",Registered,S66SS0044A,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
118,CHEN SU LAN TRUST,Registered,194900051D,Not Applicable,Social and Welfare,Community,
119,CHENG SAN - SELETAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S86CC0356D,From 01/4/2021 to 31/3/2024,Community,Central,"Financial assistance, bursaries & scholarships"
120,Cherith Baptist Church,Registered,S60SS0006J,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
121,CHEW HUA SENG FOUNDATION LIMITED,Registered,200721080W,Not Applicable,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships"
122,Chi Hock Keng Temple,Registered,S90SS0004D,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory Supports other Charities"
123,CHILD AT STREET 11 LTD.,Registered with IPC,199501798C,From 03/4/2022 to 02/1/2024,Social and Welfare,Children/Youth,"Direct Services Financial assistance, bursaries & scholarships Training & education"
124,"CHILDCARE AND CHILDREN FUND,THE",Registered,S93CC0953E,Not Applicable,Social and Welfare,Support Groups,Direct Services
125,"Children's Charities Association of Singapore, The",Registered with IPC,S66SS0023F,From 01/7/2022 to 31/8/2024,Social and Welfare,Children/Youth,Supports other Charities
126,CHILDREN'S WISHING WELL,Registered with IPC,200201465K,From 01/7/2022 to 31/3/2025,Social and Welfare,"Community,Family,Support Groups","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
127,CHIN LIEN BIBLE SEMINARY,Registered,S88CC0573G,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
128,CHINESE ANNUAL CONFERENCE (PART OF METHODIST CHURCH IN SINGAPORE),Registered,S88CC0547J,Not Applicable,Religious,Christianity,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
129,"Chinese Calligraphy Society of Singapore, The",Registered with IPC,S68SS0039H,From 28/3/2023 to 27/3/2024,Arts and Heritage,"Historical & Cultural Conservation,Traditional Ethnic Performing Arts,Training & Education,Visual Arts","Public awareness, promotion & advisory Training & education"
130,CHINESE CHRISTIAN MISSION LIMITED,Registered,197901408G,Not Applicable,Religious,Christianity,Training & education
131,"CHINESE KINDERGARTEN, THE",Registered,S85CC0182D,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
132,CHINESE THEATRE CIRCLE LIMITED,Registered,199502067G,From 01/3/2021 to 31/8/2021,Arts and Heritage,Traditional Ethnic Performing Arts,"Direct Services Public awareness, promotion & advisory Training & education"
133,CHOA CHU KANG BIBLE CENTRE KINDERGARTEN,Deregistered,S97CC1289D,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
134,Chong Hua Tong Tou Teck Hwee,Registered,S80SS0015B,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
135,CHONG PANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T03CC1661B,From 01/4/2021 to 31/3/2024,Community,North West,"Financial assistance, bursaries & scholarships"
136,CHOU SING CHU FOUNDATION,Registered,200414000R,Not Applicable,Others,General Charitable Purposes,Training & education
137,CHOW & CHOWS CHILDCARE & EARLY LEARNING CENTRE LTD.,Registered,201003141H,Not Applicable,Social and Welfare,Children/Youth,Training & education
138,Christ for All Nations,Registered,T03SS0135J,Not Applicable,Religious,Christianity,Direct Services
139,CHRISTALITE METHODIST CHAPEL,Registered,T05CC1904J,Not Applicable,Religious,Christianity,
140,Christian Community Church,Registered,T03SS0043J,Not Applicable,Religious,Christianity,
141,CHRISTIAN COVENANT FELLOWSHIP LTD.,Registered,200909045D,Not Applicable,Religious,Christianity,
142,Christian Gospel Mission,Registered,S76SS0041E,Not Applicable,Religious,Christianity,Training & education
143,Christian Renewal Mission,Registered,S95SS0029H,Not Applicable,Religious,Christianity,Direct Services Supports other Charities Training & education Research
144,Chu Sheng Temple,Registered,S78SS0057G,Not Applicable,Religious,Taoism,"Financial assistance, bursaries & scholarships Supports other Charities"
145,CHUA CHU KANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T07CC2019K,From 01/10/2021 to 30/9/2024,Community,South West,"Financial assistance, bursaries & scholarships"
146,CHURCH OF CHRIST - LIM AH PIN ROAD,Registered,S88SS0012K,Not Applicable,Religious,Christianity,
147,"Church of Christ of Malaya, The",Registered,S56SS0023C,Not Applicable,Religious,Christianity,Direct Services
148,"Church of Christ, Jurong",Registered,S80SS0042G,Not Applicable,Religious,Christianity,Direct Services Training & education
149,"CHURCH OF CHRIST, MOULMEIN ROAD",Registered,S78SS0030C,Not Applicable,Religious,Christianity,Direct Services
150,"Church of Christ, Pasir Panjang (Chinese)",Registered,T03SS0182B,Not Applicable,Religious,Christianity,
151,Church of God (Singapore),Registered,S95SS0105E,Not Applicable,Religious,Christianity,Training & education
152,CHURCH OF MARKETPLACE LTD.,Registered,201012290W,Not Applicable,Religious,Christianity,Direct Services
153,Church of Our Saviour,Exempt Charity,T08CC4065E,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Training & education"
154,Church of Praise,Registered,S87SS0022K,Not Applicable,Religious,Christianity,Direct Services
155,Church of Singapore (Balestier),Registered,S90SS0068G,Not Applicable,Religious,Christianity,Direct Services
156,Church of Singapore (Harvest),Registered,T01SS0044F,Not Applicable,Religious,Christianity,Direct Services
157,Church of the Good Shepherd,Exempt Charity,T08CC4068D,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
158,Church of the Good Shepherd (English Congregation),Exempt Charity,T18CC0004G,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
159,City Missions Church - The City Church,Registered,S96SS0037D,Not Applicable,Religious,Christianity,Direct Services Training & education
160,CLARITY SINGAPORE LIMITED,Registered with IPC,201021634E,From 01/9/2020 to 31/8/2023,Health,,"Direct Services Public awareness, promotion & advisory"
161,CLUB HEAL,Registered with IPC,T12SS0028K,From 29/4/2023 to 28/4/2026,Health,,"Direct Services Public awareness, promotion & advisory"
162,"COLLEGE OF SURGEONS, SINGAPORE",Registered,200410341R,Not Applicable,Health,,Training & education
163,COMMON PURPOSE ASIA-PACIFIC LIMITED,Registered,201331830Z,Not Applicable,Education,Others,Training & education
164,COMO FOUNDATION,Registered,201107654R,Not Applicable,Others,General Charitable Purposes,Grantmaking Supports other Charities
165,COMPASSION FUND LTD.,Registered with IPC,200904371Z,From 01/3/2022 to 30/11/2024,Social and Welfare,"Children/Youth,Family","Direct Services Financial assistance, bursaries & scholarships"
166,Conservation International Singapore Conservation Trust,Registered with IPC,T17CC0001C,From 20/2/2023 to 19/3/2024,Others,Environment,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
167,CORNERSTONE COMMUNITY SERVICES,Registered with IPC,S96SS0151G,From 01/11/2020 to 31/10/2023,Social and Welfare,"Children/Youth,Community,Family","Direct Services Financial assistance, bursaries & scholarships Training & education"
168,"COURAGE FUND, THE",Deregistered,T03CC1711A,Not Applicable,Health,,Training & education
169,CREST SECONDARY SCHOOL,Registered with IPC,201136224W,From 02/1/2023 to 01/1/2028,Education,Independent Schools,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
170,CROCODILE FOUNDATION LTD.,Registered,201535138W,Not Applicable,Others,General Charitable Purposes,Grantmaking
171,CUESPORTS SINGAPORE,Registered,S65SS0011D,Not Applicable,Sports,NSAs,Training & education
172,D.S. LEE FOUNDATION,Registered with IPC,200402751C,From 01/4/2023 to 31/3/2026,Health,Others,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
173,DANA ASIA,Registered,201106512M,Not Applicable,Others,General Charitable Purposes,
174,Darma Muneeswaran Temple Society,Registered,S81SS0052F,Not Applicable,Religious,Hinduism,"Financial assistance, bursaries & scholarships"
175,DAS ACADEMY LTD.,Registered,201003689Z,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
176,DAS INTERNATIONAL SERVICES LTD.,Registered,201111119G,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
177,DAUGHTERS OF TOMORROW LIMITED,Registered with IPC,201425430M,From 09/10/2022 to 08/1/2024,Social and Welfare,Family,"Direct Services Public awareness, promotion & advisory Training & education"
178,DECK PHOTOGRAPHY ART CENTRE LTD.,Registered with IPC,201215478E,From 20/1/2023 to 19/7/2024,Arts and Heritage,"Others,Training & Education,Visual Arts","Research Training & education Public awareness, promotion & advisory"
179,Deeper Life Christian Center (DLCC ),Registered,S92SS0025J,Not Applicable,Religious,Christianity,Direct Services
180,Dharma Drum (Singapore),Registered,T04SS0012C,Not Applicable,Religious,Buddhism,Training & education
181,DHC HOPE FOUNDATION LTD.,Registered,201322114N,Not Applicable,Others,General Charitable Purposes,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
182,DI ZANG LIN,Registered,T02SS0181A,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships Supports other Charities Public awareness, promotion & advisory"
183,DING YI MUSIC COMPANY LTD.,Registered with IPC,201101809W,From 01/4/2021 to 30/9/2023,Arts and Heritage,Music & Orchestras,
184,Disabled People's Association,Registered with IPC,S86SS0002F,From 01/8/2022 to 31/7/2025,Social and Welfare,Disability (Adult),"Public awareness, promotion & advisory Research"
185,Domestic Employees Welfare Fund,Registered with IPC,T16CC0008C,From 10/3/2022 to 09/9/2024,Social and Welfare,Support Groups,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
186,Down Syndrome Association (Singapore),Registered with IPC,S96SS0170K,From 01/10/2022 to 31/7/2025,Social and Welfare,"Community,Disability (Adult),Disability (Children),Family,Support Groups",Direct Services
187,DR. OON CHIEW SENG TRUST LIMITED,Registered,201319279R,Not Applicable,Health,Others,"Direct Services Financial assistance, bursaries & scholarships Training & education"
188,DRAMA BOX LTD.,Registered with IPC,200517863N,From 01/2/2022 to 31/1/2025,Arts and Heritage,Theatre & Dramatic Arts,"Direct Services Public awareness, promotion & advisory Training & education Research"
189,EAN KENG SI BUDDHIST TEMPLE,Registered,200101189M,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
190,ECF HOLY WORD LIMITED,Registered,196000128N,Not Applicable,Religious,Christianity,
