S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
423,LEE KUAN YEW FUND FOR BILINGUALISM,Registered with IPC,201204335M,From 04/3/2021 to 03/3/2025,Arts and Heritage,Historical & Cultural Conservation,Grantmaking
424,LEE KUAN YEW SCHOLARSHIP FUND,Registered with IPC,199104843M,From 26/9/2022 to 25/9/2025,Education,Foundations & Trusts,Training & education
425,Lembaga Biasiswa Kenangan Maulud (Prophet Muhammad 's Birthday Memorial Scholarship Fund Board),Registered with IPC,S66SS0027A,From 01/9/2021 to 31/8/2024,Others,General Charitable Purposes,Grantmaking
426,Leng Kwang Baptist Church,Registered,S64SS0021D,Not Applicable,Religious,Christianity,
427,Leong Hwa Monastery,Registered,S95SS0035G,Not Applicable,Religious,Buddhism,
428,Leong Nam Temple,Registered,S91SS0007H,Not Applicable,Religious,Taoism,Supports other Charities
429,LEONG SAN BUDDHIST TEMPLE,Registered,S94CC1027G,Not Applicable,Religious,Buddhism,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
430,Leukemia and Lymphoma Foundation,Registered with IPC,T02SS0150A,From 26/6/2020 to 25/6/2023,Health,Diseases/Illnessess Support Group,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
431,LEW FOUNDATION,Registered,201508668D,Not Applicable,Others,General Charitable Purposes,Grantmaking
432,LIAN SHAN SHUANG LIN MONASTERY,Registered,S91SS0035J,Not Applicable,Religious,Buddhism,
433,LIEN AID LIMITED,Registered,200608289Z,Not Applicable,Others,Humanitarian Aid,"Public awareness, promotion & advisory"
434,Life Bible-Presbyterian Church,Registered,S86SS0056D,Not Applicable,Religious,Christianity,
435,Life Care Society,Registered,T01SS0070D,Not Applicable,Social and Welfare,"Children/Youth,Community,Eldercare",Direct Services Training & education
436,"Life Church and Missions, The",Registered,T01SS0039C,Not Applicable,Religious,Christianity,Direct Services
437,Life Community Services Society,Registered with IPC,S96SS0100H,From 01/4/2022 to 31/12/2024,Social and Welfare,Children/Youth,Direct Services
438,LIGHTHOUSE SCHOOL,Registered,T02CC1619F,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
439,LIONS BEFRIENDERS SERVICE ASSOCIATION (SINGAPORE),Registered with IPC,S95SS0076A,From 04/7/2021 to 03/7/2024,Health,Other Community-based Services,Direct Services
440,Lions Community Service Foundation (Singapore),Registered with IPC,T03SS0068K,From 01/12/2022 to 31/5/2023,Social and Welfare,Community,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
441,LIU YIN SOON SCHOLARSHIP TRUST FUND,Registered,S89CC0657K,Not Applicable,Education,Foundations & Trusts,Training & education
442,LIVING HOPE METHODIST CHURCH,Registered,S92CC0893G,Not Applicable,Religious,Christianity,
443,LIVING PRAISE PRESBYTERIAN CHURCH,Registered,T12SS0187B,Not Applicable,Religious,Christianity,
444,LIVING WATERS METHODIST CHURCH,Registered,T03CC1695A,Not Applicable,Religious,Christianity,
445,LOO GEOK ENG FOUNDATION LIMITED,Registered,201025285G,Not Applicable,Education,Foundations & Trusts,
446,Lord Buddha Temple,Registered,S92SS0001D,Not Applicable,Religious,Buddhism,
447,Lorong Koo Chye Sheng Hong Temple Association,Registered,S81SS0074H,Not Applicable,Religious,Taoism,"Direct Services Research Financial assistance, bursaries & scholarships Supports other Charities Public awareness, promotion & advisory"
448,LOTUS LIFE FOUNDATION LIMITED,Registered,201612198M,Not Applicable,Social and Welfare,Community,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
449,"LOVE, NILS LTD.",Registered with IPC,201724930Z,From 22/4/2022 to 21/4/2024,Health,Other Community-based Services,"Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
450,Loving Heart Multi-Service Centre,Registered with IPC,T03SS0014A,From 01/5/2023 to 31/3/2025,Social and Welfare,"Community,Eldercare,Family",Direct Services
451,LOVING HEART MULTI-SERVICE CENTRE (JURONG),Registered with IPC,T04SS0129D,From 01/5/2023 to 31/12/2025,Social and Welfare,Community,"Direct Services Financial assistance, bursaries & scholarships Grantmaking Training & education"
452,LUTHERAN CHURCH OF OUR REDEEMER,Registered,S89CC0655G,Not Applicable,Religious,Christianity,
453,LUTHERAN COMMUNITY CARE SERVICES LIMITED,Registered with IPC,200207586Z,From 01/11/2022 to 31/10/2025,Social and Welfare,"Community,Eldercare,Family",Direct Services
454,MACPHERSON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S95CC1109G,From 01/7/2021 to 30/6/2024,Community,South East,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
455,MAHABODHI MONASTERY,Registered,S95SS0152J,Not Applicable,Religious,Buddhism,
456,Mahakaruna Buddhist Society,Registered,S89SS0021B,Not Applicable,Religious,Buddhism,Supports other Charities
457,"Mahaprajna Buddhist Society, The",Registered,S85SS0099G,Not Applicable,Religious,Buddhism,Training & education
458,MAKE-A-WISH FOUNDATION (SINGAPORE) LIMITED,Registered with IPC,200201965D,From 01/3/2023 to 31/12/2025,Social and Welfare,Children/Youth,Direct Services
459,MAMRE OAKS LIMITED,Registered with IPC,201526053M,From 01/3/2022 to 28/2/2025,Social and Welfare,Disability (Adult),Direct Services
460,Man Fatt Lam Buddhist Temple,Registered,S87SS0009E,Not Applicable,Religious,Buddhism,Direct Services
461,MAN FATT LAM ELDERLY JOY DAY CENTRE,Registered,S94SS0016K,Not Applicable,Health,"Other Community-based Services,Day Rehabilitation Centre",Direct Services
462,Man Fut Tong Nursing Home,Registered with IPC,S80SS0179G,From 11/10/2020 to 10/10/2023,Health,Nursing Home,Direct Services
463,Marine Parade Christian Centre,Exempt Charity,T08CC4072L,Not Applicable,Religious,Christianity,Training & education
464,MARINE PARADE COMMUNITY SPACE LTD.,Registered with IPC,202037005M,From 08/4/2023 to 07/4/2024,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Supports other Charities"
465,MARINE PARADE LEADERSHIP FOUNDATION,Registered with IPC,T08CC2092F,From 01/12/2020 to 30/11/2023,Others,Children/Youth,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
466,MARKETING INSTITUTE OF SINGAPORE BUSINESS SCHOOL,Registered,S93SS0158H,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
467,MARSILING CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T07CC2016L,From 01/6/2020 to 30/6/2023,Community,North West,"Financial assistance, bursaries & scholarships"
468,MARYMOUNT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T05CC1908D,From 01/1/2021 to 31/12/2023,Community,Central,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
469,MARYMOUNT CENTRE,Registered with IPC,201402049Z,From 01/7/2020 to 30/6/2023,Social and Welfare,"Children/Youth,Family","Direct Services Public awareness, promotion & advisory"
470,MARYMOUNT CENTRE,Deregistered,S84CC0054G,Not Applicable,Social and Welfare,"Children/Youth,Family","Direct Services Public awareness, promotion & advisory"
471,MAX LEWIS SCHOLARSHIP FUND,Registered,S96CC1150G,Not Applicable,Education,Foundations & Trusts,
472,MERCY CENTRE LTD.,Registered,201227952W,Not Applicable,Social and Welfare,"Children/Youth,Community,Family",Direct Services Training & education
473,MERCY RELIEF LIMITED,,200306035Z,Not Applicable,Others,Humanitarian Aid,
474,METHODIST CHURCH OF THE INCARNATION,Registered,S92CC0906G,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
475,Migrant Workers' Assistance Fund,Registered with IPC,T12CC0003C,From 21/3/2022 to 20/3/2025,Social and Welfare,Community,
476,MILK (Mainly I Love Kids) Fund,Registered with IPC,T04SS0150L,From 01/7/2021 to 31/12/2023,Social and Welfare,Family,"Grantmaking Financial assistance, bursaries & scholarships"
477,MORAL HOME FOR THE AGED SICK LIMITED,Registered with IPC,201014368N,From 05/7/2022 to 04/7/2023,Health,Nursing Home,Direct Services
478,Morning Star Community Services,Deregistered,T02SS0153L,Not Applicable,Social and Welfare,"Children/Youth,Community,Family",Direct Services Supports other Charities Training & education
479,MORNING STAR COMMUNITY SERVICES LTD.,Registered with IPC,201617675H,From 01/7/2022 to 30/6/2025,Social and Welfare,"Children/Youth,Community,Family",Direct Services Supports other Charities Training & education
480,MOUNT CARMEL BP CHURCH LIMITED,Registered,198202752E,Not Applicable,Religious,Christianity,
481,Muhammadiyah Association,Registered,S58SS0020C,Not Applicable,Religious,Islam,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
482,MUHAMMADIYAH HEALTH & DAY CARE CENTER,Registered with IPC,T13CC0002A,Not Applicable,Health,,"Direct Services Training & education Public awareness, promotion & advisory"
483,MUHAMMADIYAH WELFARE HOME,Registered with IPC,S89CC0701L,From 01/10/2022 to 30/9/2023,Social and Welfare,Children/Youth,Direct Services
484,MUNEESWARAN TEMPLE SOCIETY,Registered,S67SS0012K,Not Applicable,Religious,Hinduism,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
485,Murugan Hill Temple,Registered,S73SS0006E,Not Applicable,Religious,Hinduism,
486,MUSCULAR DYSTROPHY ASSOCIATION (SINGAPORE),Registered with IPC,T00SS0094D,From 12/7/2022 to 11/7/2025,Health,Diseases/Illnessess Support Group,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
487,Muslim Converts' Association of Singapore,Registered,S80SS0037D,Not Applicable,Religious,Islam,"Direct Services Financial assistance, bursaries & scholarships Training & education"
488,Muslim Kidney Action Association (MKAC Association),Registered,T04SS0068D,Not Applicable,Health,Diseases/Illnessess Support Group,"Direct Services Public awareness, promotion & advisory"
489,"Muslim Missionary Society, Singapore - Jamiyah Welfare Fund",Registered with IPC,T15CC0003G,From 01/6/2021 to 31/5/2023,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
490,MUSLIMIN TRUST FUND ASSOCIATION,Registered,190400006N,Not Applicable,Religious,Islam,"Financial assistance, bursaries & scholarships"
491,NAM HONG WELFARE SERVICE SOCIETY,Registered with IPC,T07SS0086D,From 08/1/2022 to 07/1/2025,Health,TCM Clinic,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
492,NAM HWA OPERA LIMITED,Registered with IPC,201504648M,From 01/12/2022 to 30/11/2024,Arts and Heritage,"Historical & Cultural Conservation,Traditional Ethnic Performing Arts","Public awareness, promotion & advisory Supports other Charities Training & education"
493,NANYANG KINDERGARTEN,Registered,T02CC1590C,Not Applicable,Education,Local Educational Institutions/Funds,
494,NANYANG KINDERGARTEN 118 CAMPUS BUILDING FUND,Registered,T08CC2080J,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
495,NANYANG KINDERGARTEN 51 CORONATION ROAD BUILDING FUND,Registered,T12CC0005F,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
496,NANYANG POLYTECHNIC EDUCATION FUND,Exempt Charity with IPC,T08CC3008E,From 01/4/2022 to 31/3/2027,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
497,National Arthritis Foundation,Registered with IPC,S84SS0010J,From 05/12/2022 to 04/12/2025,Health,Diseases/Illnessess Support Group,"Financial assistance, bursaries & scholarships Public awareness, promotion & advisory"
498,"National Book Development Council of Singapore, The",Deregistered,S68SS0042H,Not Applicable,Arts and Heritage,"Literary Arts,Training & Education","Public awareness, promotion & advisory Training & education"
499,National Council of Churches of Singapore (NCCS),Registered,S61SS0118B,Not Applicable,Religious,Christianity,
500,National Crime Prevention Council,Registered with IPC,S81SS0085J,From 28/5/2020 to 27/5/2023,Others,General Charitable Purposes,"Public awareness, promotion & advisory"
501,National Fire and Emergency Preparedness Council (NFEC),Registered with IPC,S86SS0064F,From 29/6/2021 to 28/6/2024,Others,General Charitable Purposes,"Public awareness, promotion & advisory Training & education"
502,NATIONAL HEALTHCARE GROUP FUND,Registered with IPC,201623926M,From 14/2/2021 to 13/2/2024,Health,,"Direct Services Research Training & education Public awareness, promotion & advisory"
503,NATIONAL HERITAGE FUND,Registered with IPC,T03CC1717K,From 01/8/2022 to 31/7/2025,Arts and Heritage,Historical & Cultural Conservation,"Public awareness, promotion & advisory"
504,NATIONAL INSTITUTE OF EARLY CHILDHOOD DEVELOPMENT,Registered,201807452K,Not Applicable,Education,Local Educational Institutions/Funds,Training & education Research
505,"National Youth Achievement Award Association, The",Registered with IPC,S91SS0104L,From 01/2/2023 to 31/1/2025,Others,"Children/Youth,Environment","Training & education Public awareness, promotion & advisory"
506,National Youth Fund,Registered,T14CC0006A,Not Applicable,Others,Children/Youth,"Grantmaking Public awareness, promotion & advisory Supports other Charities Training & education Research"
507,"Navigators, Singapore, The",Registered,S66SS0029D,Not Applicable,Religious,Christianity,Training & education
508,NCC RESEARCH FUND,Registered with IPC,T05CC1897G,From 19/8/2020 to 18/8/2023,Health,,Grantmaking Research
509,NEE SOON SOUTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S88CC0604C,From 01/4/2023 to 31/3/2026,Community,North West,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
510,Netball Singapore,Registered with IPC,S63SS0051C,From 01/4/2021 to 31/3/2024,Sports,NSAs,Training & education
511,NeuGen Fund (formerly known as ISCOS ReGen Fund),Registered with IPC,S00CC0006G,From 15/3/2022 to 14/3/2025,Social and Welfare,"Children/Youth,Community,Family,Support Groups","Financial assistance, bursaries & scholarships Training & education"
512,NEW CENTURY FOUNDATION LIMITED,Registered,200302325E,Not Applicable,Social and Welfare,Community,Direct Services Research
513,"New Charis Mission, The",Registered with IPC,T06SS0166B,From 10/5/2021 to 09/5/2024,Social and Welfare,"Children/Youth,Community,Family,Support Groups","Direct Services Public awareness, promotion & advisory Training & education"
514,New Hope Community Services,Registered with IPC,T04SS0026C,From 01/11/2022 to 30/9/2026,Social and Welfare,Family,Direct Services
515,NEW LIFE BAPTIST CHURCH LTD.,Registered,198204057K,Not Applicable,Religious,Christianity,
516,New Life Bible-Presbyterian Church,Registered,S86SS0058G,Not Applicable,Religious,Christianity,
517,New Life Christian Church,Registered,S90SS0044B,Not Applicable,Religious,Christianity,Supports other Charities
518,New Life Community Church,Registered,T02SS0095K,Not Applicable,Religious,Christianity,
519,NEW LIFE COMMUNITY SERVICES,Registered with IPC,T00SS0057E,From 01/4/2021 to 31/3/2024,Social and Welfare,Children/Youth,Direct Services
520,NEW LIFE STORIES LIMITED,Registered with IPC,201411304Z,From 27/4/2023 to 26/12/2024,Social and Welfare,"Children/Youth,Community,Family,Support Groups","Direct Services Public awareness, promotion & advisory Training & education Research"
521,"Newton Life Church, The",Registered,S61SS0154E,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
522,NEXUS CARBON FOR DEVELOPMENT LIMITED,Registered,200915559E,Not Applicable,Others,Environment,"Direct Services Financial assistance, bursaries & scholarships Grantmaking"
523,Nichiren Shoshu Buddhist Association (Singapore),Registered,S92SS0054F,Not Applicable,Religious,Buddhism,
524,NINE YEARS THEATRE LTD.,Registered with IPC,201221584C,From 14/11/2022 to 13/5/2024,Arts and Heritage,Theatre & Dramatic Arts,
525,NNI HEALTH RESEARCH ENDOWMENT FUND,Registered with IPC,T06CC1963D,From 15/5/2021 to 14/5/2024,Health,,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
526,NTUC EDUCATION AND TRAINING FUND,Registered with IPC,S99CC1354K,Not Applicable,Others,General Charitable Purposes,Training & education
527,NTUC FIRST CAMPUS C&CI,Deregistered,200810043H,Not Applicable,Social and Welfare,Children/Youth,
528,NUH HEALTH RESEARCH ENDOWMENT FUND,Registered,T01CC1516L,Not Applicable,Health,,"Financial assistance, bursaries & scholarships"
529,NUHS FUND LIMITED,Registered with IPC,201203593Z,From 14/5/2020 to 13/5/2023,Health,,
530,O SCHOOL LTD.,Registered with IPC,200905934E,From 01/4/2023 to 31/3/2025,Arts and Heritage,"Professional, Contemporary & Ethnic Dance,Training & Education",Training & education
531,OBJECTIFS CENTRE LTD.,Registered with IPC,201436096K,From 08/12/2022 to 07/12/2024,Arts and Heritage,Visual Arts,
532,OCTAVA FOUNDATION LIMITED,Registered,201622889K,Not Applicable,Social and Welfare,"Children/Youth,Community,Family,Support Groups","Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
533,O'Joy Care Services,Deregistered,T04SS0047J,,Social and Welfare,"Community,Eldercare","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
534,O'JOY LIMITED,Registered with IPC,201805560D,From 06/6/2021 to 05/6/2024,Health,Mental Health,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
535,OMF INTERNATIONAL (IHQ) LTD,Registered,198301499R,Not Applicable,Religious,Christianity,Direct Services Supports other Charities Training & education Research
536,OMF SINGAPORE LTD,Registered,198403067N,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Training & education"
537,OnePeople.sg,Registered with IPC,T08SS0160C,From 01/4/2023 to 30/9/2025,Others,General Charitable Purposes,"Public awareness, promotion & advisory"
538,ONG TENG CHEONG LABOUR LEADERSHIP INSTITUTE,Registered,199001767N,Not Applicable,Education,Others,Training & education
539,OPERATION MOBILISATION SINGAPORE LTD,Registered,198102854W,Not Applicable,Religious,Christianity,Training & education
540,OPERAVIVA LIMITED,Registered,200809663K,Not Applicable,Arts and Heritage,"Music & Orchestras,Theatre & Dramatic Arts","Direct Services Public awareness, promotion & advisory Training & education"
541,ORCHARD ROAD PRESBYTERIAN CHURCH - THE PRESBYTERIAN CHURCH IN SINGAPORE,Registered,S90CC0750J,Not Applicable,Religious,Christianity,
542,OUR DAILY BREAD MINISTRIES ASIA LTD.,Registered,197200718C,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory"
543,Palelai Buddhist Temple,Registered,S63SS0037B,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
544,PANGDEMONIUM THEATRE COMPANY LTD.,Registered with IPC,201229915M,From 15/4/2023 to 14/4/2025,Arts and Heritage,Theatre & Dramatic Arts,"Direct Services Public awareness, promotion & advisory Training & education"
545,Pao Kwan Foh Tang,Registered,S84SS0121A,Not Applicable,Religious,Buddhism,
546,PAP COMMUNITY FOUNDATION - CHARITY DIVISION,Registered with IPC,T02CC1585L,From 24/7/2020 to 23/7/2024,Social and Welfare,"Community,Disability (Children),Eldercare","Financial assistance, bursaries & scholarships Supports other Charities"
547,Parkinson Society Singapore,Registered with IPC,S96SS0203J,From 01/12/2021 to 30/11/2024,Health,Diseases/Illnessess Support Group,"Public awareness, promotion & advisory"
548,Pasir Panjang Christ Church,Registered,S64SS0035D,Not Applicable,Religious,Christianity,
549,Pasir Panjang Hill Brethren Church,Registered,T01SS0197K,Not Applicable,Religious,Christianity,Direct Services
550,PASIR PANJANG HILL COMMUNITY SERVICES CENTRE,Registered with IPC,T02SS0222B,From 01/3/2022 to 31/8/2024,Social and Welfare,Community,"Direct Services Financial assistance, bursaries & scholarships"
551,PAVE,Registered with IPC,T02SS0100J,From 01/9/2020 to 31/5/2023,Social and Welfare,"Community,Family","Direct Services Public awareness, promotion & advisory Training & education Research"
552,PAYA LEBAR CHINESE METHODIST CHURCH,Registered,S88CC0549A,Not Applicable,Religious,Christianity,
553,PEI HWA FOUNDATION LIMITED,Registered,199006258C,Not Applicable,Social and Welfare,Community,
554,PENTECOST METHODIST CHURCH,Registered,S87CC0489C,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
555,"Pentecostal Church of Singapore, The",Registered,S61SS0098G,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory"
556,PEOPLE'S ASSOCIATION COMMUNITY DEVELOPMENT FUND,Exempt Charity with IPC,T07CC3011L,From 01/6/2022 to 31/5/2027,Community,"Central,North East,North West,South East,South West","Public awareness, promotion & advisory"
557,"People's Bible Church, The",Registered,S89SS0017F,Not Applicable,Religious,Christianity,Training & education
558,PERDAUS,Registered,S64SS0031J,Not Applicable,Religious,Islam,Training & education
559,Persatuan Persuratan Pemuda Pemudi Melayu (Malay Youth Literary Association),Registered with IPC,S48SS0014A,From 26/6/2022 to 25/6/2024,Social and Welfare,Children/Youth,Direct Services
560,Persatuan Ulama dan Guru-Guru Agama Islam(Singapura)(Islamic Scholars and Religious Teachers Assoc.),Registered,S57SS0012G,Not Applicable,Religious,Islam,"Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
561,PERTAPIS EDUCATION AND WELFARE CENTRE,Registered,S71SS0014H,From 01/7/2022 to 31/3/2023,Social and Welfare,"Children/Youth,Community,Eldercare",Direct Services
562,PETRA CHURCH,Deregistered,S98SS0136J,Not Applicable,Religious,Christianity,Training & education
563,PETRA COMMUNITY LTD.,Registered,201903579E,Not Applicable,Religious,Christianity,Supports other Charities Training & education
564,PIONEER CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T02CC1640B,From 01/4/2021 to 31/3/2024,Community,South West,"Financial assistance, bursaries & scholarships"
565,PLATFORM PROJECTS LTD.,Deregistered,201136393K,Not Applicable,Arts and Heritage,Visual Arts,
566,PLAYEUM LTD.,Registered with IPC,201333807K,From 01/1/2022 to 31/12/2023,Arts and Heritage,"Others,Theatre & Dramatic Arts,Training & Education,Visual Arts",Supports other Charities Training & education
567,POH ERN SHIH,Registered,195000117E,Not Applicable,Religious,Buddhism,
568,POTONG PASIR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T06CC1973J,From 01/7/2021 to 30/6/2024,Community,Central,"Financial assistance, bursaries & scholarships"
569,PRESERVATION OF MONUMENTS FUND,Registered with IPC,T03CC1669C,From 01/1/2022 to 31/12/2023,Arts and Heritage,Historical & Cultural Conservation,"Public awareness, promotion & advisory Training & education Research"
570,PRINSEP STREET PRESBYTERIAN CHURCH,Registered,T13SS0009A,Not Applicable,Religious,Christianity,
571,PRISON FELLOWSHIP SINGAPORE LIMITED,Registered,197400953N,Not Applicable,Religious,Christianity,Direct Services
572,PRO BONO SG,Registered with IPC,201700430E,From 01/4/2022 to 31/3/2025,Others,General Charitable Purposes,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
573,PROCUREUR IN THE STRAITS SETTLEMENTS OF THE SCHEUT MISSIONS,Exempt Charity,T08CC4015B,Not Applicable,Religious,"Christianity,Environment","Financial assistance, bursaries & scholarships Supports other Charities Training & education"
574,Promisedland Community Services,Registered with IPC,T02SS0212H,From 01/2/2022 to 31/1/2025,Social and Welfare,Community,"Direct Services Financial assistance, bursaries & scholarships"
575,PROVIDENCE PRESBYTERIAN CHURCH LTD.,Registered,201206026Z,Not Applicable,Religious,Christianity,Supports other Charities
576,Pu Ti Buddhist Temple,Registered,S88SS0023L,Not Applicable,Religious,Buddhism,
577,Puat Jit Buddhist Temple,Registered,S87SS0082G,Not Applicable,Religious,Buddhism,Supports other Charities
578,QUANTEDGE ADVANCEMENT INITIATIVE LTD.,Registered,202013016N,Not Applicable,Others,General Charitable Purposes,Grantmaking
579,QUANTEDGE FOUNDATION (SINGAPORE) LTD.,Registered with IPC,201532866G,From 17/2/2021 to 16/2/2024,Others,General Charitable Purposes,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Research"
580,Queenstown Baptist Church of Singapore,Registered,S64SS0024C,Not Applicable,Religious,Christianity,Supports other Charities
581,QUEENSTOWN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S89CC0668L,From 01/4/2021 to 31/3/2024,Community,Central,"Financial assistance, bursaries & scholarships Public awareness, promotion & advisory"
582,QUEENSTOWN CHINESE METHODIST CHURCH,Registered,S87CC0515H,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
583,QUEENSTOWN LUTHERAN CHURCH,Registered,S89CC0620A,Not Applicable,Religious,Christianity,Direct Services
584,"Radha Soami Satsang Beas, Singapore",Registered,S80SS0021A,Not Applicable,Religious,Others,
585,RAHMATAN LIL ALAMIN FOUNDATION LTD.,Registered with IPC,200910530Z,From 23/11/2021 to 22/11/2023,Others,General Charitable Purposes,Grantmaking
586,RAY OF HOPE,Registered with IPC,201229333H,From 31/3/2023 to 30/3/2025,Social and Welfare,"Community,Family","Direct Services Financial assistance, bursaries & scholarships"
587,REACH COMMUNITY SERVICES SOCIETY,Registered with IPC,S98SS0144L,From 01/11/2021 to 31/10/2024,Social and Welfare,"Children/Youth,Community,Family","Direct Services Financial assistance, bursaries & scholarships"
588,REDEMPTION HILL CHURCH,Registered,T09SS0187A,Not Applicable,Religious,Christianity,
589,REDEMPTORIST FATHERS CORPORATION,Exempt Charity,T08CC4014F,Not Applicable,Religious,"Christianity,Environment",
590,Reformed Evangelical Church (Singapore),Registered,T08SS0080L,Not Applicable,Religious,Christianity,
591,Religious & Educational League of Radin Mas (Badan Agama Dan Pelajaran Radin Mas),Registered,S60SS0007E,Not Applicable,Religious,Islam,"Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
592,Renewal Christian Church,Registered,S90SS0054G,Not Applicable,Religious,Christianity,Supports other Charities
593,Republic Polytechnic Education Fund,Registered with IPC,T03CC1740J,From 01/4/2022 to 31/3/2027,Education,Local Educational Institutions/Funds,Training & education
594,RESILIENCE COLLECTIVE LTD.,Registered with IPC,201822261W,From 21/10/2022 to 20/10/2025,Health,Others; Mental Health,"Training & education Public awareness, promotion & advisory"
595,REUBEN MEYER TRUST FUND,Registered,S85CC0169K,Not Applicable,Others,General Charitable Purposes,Supports other Charities
596,REVEREND MOTHER SUPERIOR OF THE GOOD SHEPHERD NUNS IN MALAYA,Exempt Charity,T08CC4007L,Not Applicable,Religious,"Christianity,Environment",
597,Riding for the Disabled Association of Singapore,Registered with IPC,S82SS0081H,From 01/1/2023 to 31/12/2025,Social and Welfare,"Disability (Adult),Disability (Children)",Direct Services
598,ROCK OF AGES CHURCH LTD.,Registered,200807744W,Not Applicable,Religious,Christianity,
599,RONALD MCDONALD HOUSE CHARITIES SINGAPORE,Registered,S98SS0006C,Not Applicable,Health,Diseases/Illnessess Support Group,Grantmaking
600,RSVP Singapore The Organisation of Senior Volunteers,Registered with IPC,S99SS0039L,From 01/1/2022 to 31/12/2024,Health,Others; Active Ageing,Direct Services Training & education
601,S C Wong Foundation Trust,Registered,T13CC0003H,Not Applicable,Others,General Charitable Purposes,Grantmaking
602,SAF CARE FUND,Registered with IPC,201323131D,From 01/4/2023 to 31/1/2026,Social and Welfare,Disability (Adult),"Financial assistance, bursaries & scholarships"
603,Sagaramudra Buddhist Society,Registered,S88SS0090C,Not Applicable,Religious,Buddhism,
604,SAGE COUNSELLING CENTRE,Registered with IPC,T08SS0025E,From 01/6/2022 to 31/5/2025,Health,Others; Mental Health,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education Research"
605,SALEM CHAPEL LIMITED,Registered,198301685H,Not Applicable,Religious,Christianity,Direct Services
606,Samaritans of Singapore,Registered with IPC,S69SS0047D,From 01/4/2022 to 31/12/2024,Social and Welfare,"Community,Support Groups","Direct Services Public awareness, promotion & advisory Training & education Research"
607,San Qing Gong Taoist Cultural Centre (Singapore),Registered,T02SS0201G,Not Applicable,Religious,Taoism,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
608,SAS FOUNDATION LIMITED,Registered,200813073R,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
